ar_gemi,co_name_el,co_titles_el,afm,legal_type_descr,prefecture_descr,email,phone,url,discovered_url
6010601000,ΝΙΚΟΛΑΟΣ ΒΟΥΤΟΥΡΑΣ ΤΟΥ ΙΣΙΔΩΡΟΥ,NRG RECORDS,038730628,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,nickv@nrgrecords.com,2105787816,,http://nrgrecords.com/
6018501000,MILK ΣΥΜΒΟΥΛΟΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΕΤΑΙΡΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΜILK ΕΠΕ,999278016,ΕΠΕ,ΑΘΗΝΩΝ,info@milk.com.gr,2106753740,www.milk.com.gr,
6024601000,ALFA COOL HELLAS MΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ & ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΨΥΚΤΙΚΩΝ ΕΦΑΡΜΟΓΩΝ ΝΕΑΣ ΤΕΧΝΟΛΟΓΙΑΣ,ALFA COOL HELLAS Α.Β.Ε.Ε,999465589,ΑΕ,ΑΤΤΙΚΗΣ,m.koutkia@asd-sa.gr,2102321525,www.alfacoolhellas.gr,
6033901000,Α. ΚΩΝΣΤΑΝΤΑΤΟΣ & ΣΙΑ Ο.Ε,ANTIDOTE,999286759,ΟΕ,ΑΘΗΝΩΝ,info@antidote.gr,2102281901,www.antidote.gr,
6061401000,ΡΑΔΙΟΦΩΝΙΚΗ ΕΠΙΚΟΙΝΩΝΙΑ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΔΙΕΣΗ FM Α.Ε.,095379273,ΑΕ,ΑΤΤΙΚΗΣ,log@diesi.gr,2111892320,www.diesi.gr,
6074701000,Π. &  Δ. ΑΝΑΠΤΥΞΙΑΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,P. & D. AE,999076098,ΑΕ,ΑΘΗΝΩΝ,eleven11leader@gmail.com,2106892900,www.pitstopgroup.gr,
6094901000,CENTER PLUS-ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΕΤΑΙΡΕΙΑ ΟΙΚΙΑΚΩΝ ΕΙΔΩΝ,CENTER PLUS S.A.,082751340,ΑΕ,ΑΤΤΙΚΗΣ,katerina@centerplus.gr,2102405900,www.centermaster.gr,
6095201000,Μ.ΚΑΡΡΑ & ΣΙΑ ΟΜΟΡΡΥΘΜΟΣ ΕΤΑΙΡΕΙΑ,ALESTA OE,999291898,ΟΕ,ΚΕΦΑΛΛΗΝΙΑΣ,ladas@alesta.gr,6947812759,,https://alesta.gr/
6096301000,WELL DONE ΣΥΜΒΟΥΛΟΙ ΕΠΙΚΟΙΝΩΝΙΑΣ  ΜΟΝΟΠΡΟΣΩΠΗ  ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,WELL DONE MΕΠΕ,999278458,ΕΠΕ,ΑΤΤΙΚΗΣ,info@welldone.com.gr,2114021758,www.welldone.com.gr,
6105301000, ΒΕΛΤΙΩΝ ΜΕΛΕΤΗΤΙΚΗ ΣΥΜΒΟΥΛΕΥΤΙΚΗ ΕΝΕΡΓΕΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΒΕΛΤΙΩΝ Α.Ε.,999278366,ΑΕ,ΑΤΤΙΚΗΣ,veltion@veltion.com.gr,2108812066,www.veltion.com.gr,
6109001000,ΓΕΩΡΓΙΟΣ ΚΟΚΟΡΟΜΥΤΗΣ ΚΑΙ ΒΑΣΙΛΕΙΟΣ ΤΣΑΡΟΥΧΑΣ ΟΕ,ORACLE DESIGN & CONSTRUCTIONS,999103136,ΟΕ,ΑΤΤΙΚΗΣ,gk@oracle-dc.gr,2105911102,,https://oracle-dc.gr/
6110701000,ΕΕ ΕΛΛΗΝΙΚΕΣ ΕΚΔΟΣΕΙΣ ΑNΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΚΔΟΣΕΙΣ ΓΡΑΦΙΚΕΣ ΤΕΧΝΕΣ ΔΙΑΦΗΜΙΣΕΙΣ ΛΟΓΙΣΜΙΚΑ ΠΡΟΓΡΑΜΜΑΤΑ,ΕΕ ΕΛΛΗΝΙΚΕΣ ΕΚΔΟΣΕΙΣ  ΑΕ,999076260,ΑΕ,ΑΘΗΝΩΝ,logistirio@nkmediagroup.gr,2310278959,www.isologismosellinikesekdoseis.gr,
6110901000,GLOBAL BLUE  ΕΛΛΑΣ ΥΠΗΡΕΣΙΕΣ ΔΙΑΜΕΣΟΛΑΒΗΣΗΣ ΓΙΑ ΤΗΝ ΕΠΙΣΤΡΟΦΗ - ΑΠΑΛΛΑΓΗ ΑΠΟ ΤΟΝ ΦΠΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,GLOBAL BLUE  ΕΛΛΑΣ ΑΕ,094333040,ΑΕ,ΑΘΗΝΩΝ,ipapadogiannaki@globalblue.com,2103230730,www.global.gr/globalblue.html,
6132001000,ΧΑΡΗΣ ΤΖΟΥΒΕΛΗΣ ΚΑΙ ΣΙΑ ΕΤΕΡΟΡΡΥΘΜΟΣ ΕΤΑΙΡΙΑ,ART-ATTACK,999113037,ΕΕ,ΑΘΗΝΩΝ,harry@art-attack.gr,2108957564,www.art-attack.gr,
6135701000,GLOBAL BUSINESS SERVICES – ΑΓΟΡΕΣ – ΠΩΛΗΣΕΙΣ – ΕΚΜΙΣΘΩΣΕΙΣ – ΜΙΣΘΩΣΕΙΣ ΑΚΙΝΗΤΩΝ – ΔΙΟΡΓΑΝΩΣΗ ΣΥΝΕΔΡΙΩΝ ΚΑΙ ΗΜΕΡΙΔΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,GLOBAL BUSINESS SERVICES,999076584,ΑΕ,ΑΤΤΙΚΗΣ,thlyssaris@gmail.com,2108764600,www.gbs.gr,
6143501000,earcare Ι.Κ.Ε.,Galiotos earcare ,999064179,ΙΚΕ,ΑΤΤΙΚΗΣ,EARCARE@EARCARE.GR,2103220000,www.earcare.gr,
6159401000,ΕΚΔΟΣΕΙΣ ΠΡΩΤΟ ΘΕΜΑ ΕΚΔΟΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΠΡΩΤΟ ΘΕΜΑ,999644358,ΑΕ,ΑΘΗΝΩΝ,logistirio@protothema.gr,2106880700,logistirio@protothema.gr,
6162301000,ΑΝΝΑ ΑΝΔΡΙΚΟΠΟΥΛΟΥ ΤΟΥ ΒΑΣΙΛΕΙΟΥ,EXTREMESPOT,123024925,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@extremespot.gr,2109831768,,https://www.extremespot.gr/
6208101000,INTELLIGENT MEDIA ΕΤΑΙΡΕΙΑ ΠΡΟΩΘΗΣΗΣ ΚΑΙ  ΔΙΑΦΗΜΙΣΗΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,INTELLIGENT MEDIA LTD,999332596,ΕΠΕ,ΑΘΗΝΩΝ,info@intelligentmedia.gr,2106856820,,https://www.intelligentmedia.gr/
6215501000,ΜΠΙ ΤΙ ΕΛ  ΔΙΑΦΗΜΙΣΕΙΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΜΠΙ ΤΙ ΕΛ ACTIVITIES,999453290,ΑΕ,ΑΘΗΝΩΝ,,2106779639,www.finance-btl.gr,
6222801000,SGB ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΙΔΙΟΚΑΤΑΣΚΕΥΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,SGB,999079170,ΑΕ,ΑΤΤΙΚΗΣ,info@leroymerlin.gr,2106255200,www.leroymerlin.gr,
6223001000,ΑΜΒΙΟ ΣΥΜΒΟΥΛΟΙ ΟΛΟΚΛΗΡΩΜΕΝΟΥ ΣΧΕΔΙΑΣΜΟΥ ΒΙΩΣΙΜΗΣ ΑΝΑΠΤΥΞΗΣ ΤΕΧΝΙΚΩΝ & ΟΙΚΟΝΟΜΙΚΩΝ ΜΕΛΕΤΩΝ ΚΑΙ ΜΕΛΕΤΩΝ ΣΥΣΤΗΜΑΤΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΑΜΒΙΟ ΑΕ,999078528,ΑΕ,ΑΤΤΙΚΗΣ,info@ambio.gr,2109219948,www.ambio.gr,
6224101000,Α.Β.Ι.Ρ.Ε. ΔΙΑΦΗΜΙΣΤΙΚΗ ΜΕΣΙΤΙΚΗ ΕΜΠΟΡΙΚΗ ΤΕΧΝΙΚΗ ΑΝΤΙΠΡΟΣΩΠΕΙΕΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ.,Α.Β.Ι.Ρ.Ε. Μ.Ε.Π.Ε.,999119226,ΕΠΕ,ΑΤΤΙΚΗΣ,capital.abip@gmail.com,6909150190,www.gpngroup.gr,
6228301000,ΠΑΝΑΓΙΩΤΗΣ ΠΙΛΑΦΑΣ & ΣΙΑ Ε.Ε.,SIX DOGS,999687997,ΕΕ,ΑΘΗΝΩΝ,ppilafas@gmail.com,6944320303,www.sixdogs.gr,
6253701000,ΗΛΙΑΣ ΧΑΤΖΗΜΠΕΗΣ ΣΥΝΕΡΓΑΤΕΣ ΚΑΙ ΣΙΑ ΕΤΕΡΟΡΡΥΘΜΟΣ ΕΤΑΙΡΕΙΑ,BRILLIANT PR,999372293,ΕΕ,ΑΤΤΙΚΗΣ,welcome@brilliantpr.gr,2107222391,www.brilliantpr.r,
6264801000,Π.XΟΥΛΙΑΡΑ & ΣΙΑ Ε.Ε,CONCEPT COMMUNICATION STRATEGIES CO,999438065,ΕΕ,ΑΤΤΙΚΗΣ,othonas@windowslive.com,2108025662,www.conceptcom.gr,
6267101000,ΣΤΑΡ ΓΚΙΦΤΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΩΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΕΜΠΟΡΙΑ ΔΙΑΦΗΜΙΣΤΙΚΩΝ ΔΩΡΩΝ,STAR GIFTS ΜΕΠΕ,998986404,ΕΠΕ,ΑΘΗΝΩΝ,giorgis@stargifts.gr,2108042129,www.stargifts.gr,
6274001000,SPICY ΕΤΑΙΡΕΙΑ ΔΙΑΦΗΜΙΣΕΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,SPICY COMMUNICATION A.E.,999230371,ΑΕ,ΑΤΤΙΚΗΣ,ARIS@SPICY.GR,2104120716,,http://www.spicy.gr/
6276301000,MEDIASCAPE ΥΠΗΡΕΣΙΕΣ ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΣΥΜΒΟΥΛΕΥΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΕΤΑΙΡΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,MEDIASCAPE,999381345,ΕΠΕ,ΑΤΤΙΚΗΣ,dimitris.bogiatzis@mediascape.gr,2109219567,,https://www.mediascape.gr/
6324401000,EBITA KAI  IΦΙΓΕΝΕΙΑ ΑΥΓΕΡΙΝΟΥ ΕΚΔΗΛΩΣΕΙΣ ΚΑΙ ΣΕΜΙΝΑΡΙΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,LODESTONE FELLOWS LDT (ΛΟΝΤΣΤΟΟΥΝ ΦΕΛΛΟΟΥΣ ΕΠΕ),999279098,ΕΠΕ,ΑΤΤΙΚΗΣ,moutsoulas@otenet.gr,2721081500,www.lodestonefellows.com,
6329901000,GEOMOBILE Ε.Ε.,GEOMOBILE Ε.Ε.,999372510,ΕΕ,ΑΤΤΙΚΗΣ,info@geomobile.gr,6932200603,,http://geomobile.gr/
6335201000,ΥΓΕΙΑ - ΟΙΚΟΛΟΓΙΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ ΠΑΡΑΓΩΓΗ ΚΑΙ ΕΜΠΟΡΙΑ ΥΓΙΕΙΝΩΝ ΤΡΟΦΩΝ ΠΡΟΪΟΝΤΩΝ,ΥΓΕΙΑ - ΟΙΚΟΛΟΓΙΑ Ε.Π.Ε.,999065300,ΕΠΕ,ΠΕΙΡΑΙΑ,,2103215885,http://999065300.s1cloudservises.eu,
6335701000,Ε. ΚΑΛΙΩΡΑΚΗΣ ΚΑΙ ΣΙΑ ΕΕ,PLUS COMMUNICATION ΕΕ,999381486,ΕΕ,ΑΤΤΙΚΗΣ,mkaliorakis@pluscom.eu,2102286688,,https://pluscom.eu/
6346501000,ALTEX ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΕΙΣΑΓΩΓΩΝ-ΕΞΑΓΩΓΩΝ-ΑΝΤΙΠΡΟΣΩΠΕΥΣΗΣ-ΔΙΑΧΕΙΡΙΣΗΣ,ALTEX Α.Ε.,999080500,ΑΕ,ΑΤΤΙΚΗΣ,logistiriogroup@altex.gr,2119555575,www.altex.gr,
6351101000,Γ.ΣΗΜΑΝΤΩΝΗΣ Ε.Ε.,ΕΦΟΠΛΙΣΤΗΣ,999043043,ΕΕ,ΑΤΤΙΚΗΣ,efoplistis@efoplistis.gr,2103315570,,https://efoplistis.gr/
6363401000,Μ.ΜΑΤΘΑΙΟΠΟΥΛΟΥ - Σ.ΚΟΥΤΣΙΑΥΤΗΣ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,MMK DESIGN TEAM,999336480,ΙΚΕ,ΑΘΗΝΩΝ,anastasios_alexandris@ymail.com,2107297191,http://www.mmk.gr/,
6372001000,BEST MEDIA ΔΙΑΦΗΜΙΣΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,BEST MEDIA AE,999080837,ΑΕ,ΑΤΤΙΚΗΣ,accounting@bestmedia.gr,2103223800,www.bestmedia.com.gr,
6415601000,FRANK AND FAME ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΔΙΑΦΗΜΙΣΗΣ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΑΣ,FRANK AND FAME,999081361,ΑΕ,ΑΤΤΙΚΗΣ,Victoria.Kyriaki@frankandfame.gr,2130067096,www.frank.gr,
6418601000,ΙΩΑΝΝΗΣ ΓΕΡΟΝΙΚΟΛΟΣ ΑΙΚΑΤΕΡΙΝΗ ΧΑΤΖΟΠΟΥΛΟΥ ΟΜΟΡΡΥΘΜΗ ΕΤΑΙΡΙΑ,SHADOW-CREATIVE STUDIO,999058517,ΟΕ,ΑΤΤΙΚΗΣ,info@shadow.com.gr,2102222018,,https://www.shadow.com.gr/
6425101000,BODYTALK ΒΙΟΜΗΧΑΝΙΚΗ ΕΙΣΑΓΩΓΙΚΗ ΕΞΑΓΩΓΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΝΔΥΜΑΤΩΝ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,BODYTALK ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,999645202,ΑΕ,ΑΤΤΙΚΗΣ,spolemi@bodytalk.com,6947712693,www.bodytalk.com,
6428601000,ΓΕΩΡΓΙΟΣ ΚΑΖΙΑΝΗΣ ΤΟΥ ΝΙΚΟΛΑΟΥ,,101166523,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,gkaz@makeafilm.gr,2105748191,,https://makeafilm.gr/
6433101000,ΙΔΗ ΕΣΤΙΑΣΗ - ΑΝΑΨΥΧΗ Ο.Ε.,ΕΣΤΙΑΤΟΡΙΟ ΒΑΣΙΛΑΙΝΑΣ,999097948,ΟΕ,ΑΤΤΙΚΗΣ,info@vassilenas.gr,2107210501,www.vassilenas.gr,
6443401000,RADIAL ΥΠΗΡΕΣΙΕΣ ΙΝΤΕRΝΕΤ Ο.Ε.,RADIAL,999654315,ΟΕ,ΑΤΤΙΚΗΣ,info@radial.gr,2109214244,radial.gr,
6446901000,ΜΠΟΝΤΙΣΑΤΤΒΑ ΟΡΓΑΝΙΚΑ ΠΡΟΙΟΝΤΑ ΠΡΟΣΩΠΙΚΗΣ ΥΓΙΕΙΝΗΣ ΚΑΙ ΑΙΣΘΗΤΙΚΗΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,ΜΠΟΝΤΙΣΑΤΤΒΑ ΑΕ,998935336,ΑΕ,ΑΤΤΙΚΗΣ,info@bodhisattva.gr,2103649040,www.bodhisattva.gr,
6448901000,Ε. Σακελλαριάδη & ΣΙΑ Ε.Ε,FOX Design,998987855,ΕΕ,ΑΤΤΙΚΗΣ,fox@foxdesign.gr,2106142683,,https://foxdesign.gr/
6453801000,ΔΗΜΗΤΡΟΥΛΑ ΠΑΠΠΑ ΚΑΙ ΣΙΑ Ε.Ε.,APSTAGE,998992945,ΕΕ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,info@apstage.gr,2102221025,www.apstage.gr,
6454101000,ALP ΕΠΕΝΔΥΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ALP CONSULTANCY AE,998935281,ΑΕ,ΑΘΗΝΩΝ,iosif.imz@gmail.com,2103247799,www.isologismosalpe.eu,
6456901000,ΕΝΖΥΜΕΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,ΕΝΖΥΜΕ,998987787,ΙΚΕ,ΑΤΤΙΚΗΣ,info@enzyme.gr,2102723900,,https://enzyme.gr/
6483301000,ΛΕΥΚΗ ΑΛΕΠΟΥ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,WHITE FOX Α.Ε.,095645402,ΑΕ,ΑΘΗΝΩΝ,nikoskoutras@white-fox.gr,2106779340,www.white-fox.gr,
6484001000,ΤΗΙΝΚ GREECE ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΑΣΚΗΣΗΣ ΤΟΥΡΙΣΤΙΚΩΝ ΔΡΑΣΤΗΡΙΟΤΗΤΩΝ,ΤΗΙΝΚ GREECE Α.Ε.,998984275,ΑΕ,ΑΤΤΙΚΗΣ,b.akalestou@cycladic.gr,2107250554,www.ma-tg.gr,
6485201000,Α.ΑΝΔΡΙΑΝΑΚΟΣ & ΣΙΑ Ο.Ε.,ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΔΙΑΔΙΚΤΥΟΥ,998962191,ΟΕ,ΑΤΤΙΚΗΣ,web@eled.gr,2105065002,http://www.eled.gr,
6486901000,ΕΥΚΛΕΙΔΗΣ ΑΝΤΩΝΙΑΔΗΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΥΠΗΡΕΣΙΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΥΨΗΛΗΣ  ΤΕΧΝΟΛΟΓΙΑΣ,PENGUINCITY A.E.,999599985,ΑΕ,ΑΤΤΙΚΗΣ,george@penguincity.gr,2103825413,www.penguincity.gr,
6498401000,ΜΟΥΤΣΙΟΠΟΥΛΟΣ Χ ΚΑΙ ΣΙΑ ΕΕ Ε.Ε.,,999318589,ΕΕ,ΑΤΤΙΚΗΣ,info@editco.gr,2105782360,http://www.editco.gr,
6499901000,ΓΡΑΦΕΙΟ ΚΑΡΑΜΠΕΛΑ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΛΟΓΙΣΤΙΚΩΝ ΟΡΓΑΝΩΤΙΚΩΝ ΚΑΙ ΦΟΡΟΤΕΧΝΙΚΩΝ ΥΠΗΡΕΣΙΩΝ ΑΝΩΝΥΜΗ,"1) I-TAX S.A., 2) INSIDE PLUS Α.Ε., 3) JOHNNY K. STUDIO",998935987,ΑΕ,ΑΘΗΝΩΝ,famelis@taxnet.gr,2109210030,www.i-tax.gr,
6513301000,ΕΚΑΤΟΝ ΠΕΝΗΝΤΑ ΕΝΑ ΝΙ ΧΩΡΟΙ ΕΣΤΙΑΣΗΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΕΚΑΤΟΝ ΠΕΝΗΝΤΑ ΕΝΑ ΝΙ,998988514,ΕΠΕ,ΑΤΤΙΚΗΣ,mkelepouris@gmail.com,2106300417,www.151ni.eu,
6518301000,ΔΥΟ ΔΕΚΑ ΑΝΩΝΥΜΗ ΕΚΔΟΤΙΚΗ ΕΤΑΙΡΕΙΑ,ΔΥΟ ΔΕΚΑ,998936241,ΑΕ,ΑΘΗΝΩΝ,logistirio@lifo.gr,2103425290,www.lifo.gr,
6533401000,Γ.ΤΕΡΖΙΔΗΣ ΚΑΙ ΣΙΑ Ε.Ε.,,999279904,ΕΕ,ΑΤΤΙΚΗΣ,minus@minusad.gr,2106754884,,https://minusad.gr/
6549001000,MORE.GR ΗΛΕΚΤΡΟΝΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,MORE.GR ΗΛΕΚΤΡΟΝΙΚΕΣ ΥΠΗΡΕΣΙΕΣ ,998988329,ΑΕ,ΑΤΤΙΚΗΣ,legal@more.com,2117603000,https://www.more.com/,
6567501000,ACCREDITATION AND LEARNING PORTAL HUB OF ATHENS Ι.Κ.Ε.,,998884610,ΙΚΕ,ΑΤΤΙΚΗΣ,dimosthenistherianos@gmail.com,2130364064,https://www.alpha-ekp.gr,
6587701000,SYLLIPSIS CREATIVE PRODUCTIONS AND PUBLICATIONS ΕΚΔΟΤΙΚΗ ΔΙΑΦΗΜΙΣΤΙΚΗ  ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,SYLLIPSIS ΕΠΕ,999577004,ΕΠΕ,ΑΤΤΙΚΗΣ,info@syllipsis.com.gr,2106890183,http://www.syllipsis.com.gr,
6596301000,ΘΕΟΔΟΣΙΑ ΚΟΨΗ ΤΟΥ ΓΕΩΡΓΙΟΥ-ΑΡΗ,,057820480,ΑΤΟΜΙΚΗ,ΑΤΤΙΚΗΣ,info@mellonart.gr,2106149012,,https://www.mellonart.gr/
6621301000,ΑΠΟΘΕΜΑ ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε.,ΑΠΟΘΕΜΑ,998988876,ΑΕ,ΑΤΤΙΚΗΣ,cfo@apothema.gr,2106981831,www.apothema.gr,
6622601000,Θ.ΤΣΙΡΟΓΚΑΣ Ε.Ε.,,999789210,ΕΕ,ΑΘΗΝΩΝ,ttsirogas@gmail.com,2109227500,www.whoiswhogroup.com,
6679001000,ΝΙΚΟΛΑΟΣ ΚΕΤΣΕΛΙΔΗΣ ΚΑΙ ΣΙΑ EE,,998908579,ΕΕ,ΑΤΤΙΚΗΣ,n.ketselidis@autoglym.gr,2109028382,,https://autoglym.gr/
6684501000,ΑΛΦΑ ΓΝΩΣΗ ΕΚΠΑΙΔΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,INTERGRAPHICS Ι.Ι.Ε.Κ. | INTERGRAPHICS COLLEGE | INTERGRAPHICS Ι.Σ.Α.Ε.Κ. | INTERGRAPHICS INTERNATIONAL COLLEGE | INTERGRAPHICS EUROPEAN COLLEGE | INTERGRAPHICS Κ.Δ.Β.Μ. | INTERGRAPHICS ORION COLLEGE | INTERGRAPHICS ΕΠΕ,999321742,ΕΠΕ,ΑΘΗΝΩΝ,papgiorgos@intergraphics.gr,2103838808,www.alphagnosi.eu,
6694501000,J.K.M. GROUP ΕΚΜΕΤΑΛΛΕΥΣΗ ΧΩΡΩΝ ΜΑΖΙΚΗΣ ΕΣΤΙΑΣΗΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,J.K.M. GROUP,998869851,ΕΠΕ,ΑΤΤΙΚΗΣ,jkmlogistirio@gmail.com,2107257321,www.jkmgroup.eu,
6733401000,OTHERWISE ΔΙΑΦΗΜΙΣΤΙΚΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,OTHERWISE LIMITED,999243090,ΕΠΕ,ΚΥΚΛΑΔΩΝ,info@otherwise.gr,2282022852,www.otherwise.gr,
6749101000,ΑΒΑΞ ΕΚΜΕΤΑΛΛΕΥΣΗ ΙΔΙΩΤΙΚΩΝ ΚΕΝΤΡΩΝ ΤΕΧΝΙΚΟΥ ΕΛΕΓΧΟΥ ΟΧΗΜΑΤΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,ΑΒΑΞ ΙΚΤΕΟ ΑΕ,998940672,ΑΕ,ΑΘΗΝΩΝ,ACCOUNTING@AUTECO.GR,2103407822,www.auteco.gr,
6770801000,GLOBALGIFTS ΑΓΓΕΛΟΣ ΤΡΙΑΝΤΟΣ & ΣΙΑ Ο.Ε.,GLOBALGIFTS,998803757,ΟΕ,ΑΤΤΙΚΗΣ,accounting@globalgifts.gr,2105200900,,https://www.globalgifts.gr/
6785501000,"GENEX HELLAS ΕΙΣΑΓΩΓΕΣ, ΕΞΑΓΩΓΕΣ, ΕΜΠΟΡΙΟ  ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ",GENEX HELLAS ΜEΠΕ,998990560,ΕΠΕ,ΑΤΤΙΚΗΣ,dpapadopoulos@genex.gr,2109015797,www.genex.gr,
6794301000,ΕΥΣΤΡΑΤΙΟΥ ΠΑΝΑΓΙΩΤΗΣ ΤΟΥ ΙΩΑΝΝΗ,ISTODATA,055316704,ΑΤΟΜΙΚΗ,ΞΑΝΘΗΣ,info@istodata.com,2111989240,,https://www.istodata.com/
6818801000,AIA RELATE ANΩΝΥΜΗ ΕΤΑΙΡΙΑ ΕΠΕΝΔΥΤΙΚΩΝ ΣΧΕΣΕΩΝ ΚΑΙ ΕΤΑΙΡΙΚΗΣ ΕΠΙΚΟΙΝΩΝΙΑΣ,ΑΙΑ RELATE A.E.,999098889,ΑΕ,ΑΘΗΝΩΝ,accounting@aea.gr,2107418900,www.aea.gr,
